,attachments,author_id,conversation_id,created_at,entities,id,in_reply_to_user_id,lang,like_count,possibly_sensitive,quote_count,reply_count,retweet_count,source,text
10,nan,198006837,1371824976416899072,2021-03-16T14:05:36.000Z,"{'cashtags': [{'start': 67, 'end': 71, 'tag': 'chz'}, {'start': 72, 'end': 76, 'tag': 'acm'}, {'start': 77, 'end': 81, 'tag': 'juv'}]}",1371824976416899072,nan,en,1,False,0,2,0,Twitter for iPhone,What’s the best fan token for me to buy right now for some gainzzz $chz $acm $juv
11,nan,1356938241597874181,1370419906844504064,2021-03-16T13:18:41.000Z,"{'cashtags': [{'start': 178, 'end': 182, 'tag': 'ost'}, {'start': 183, 'end': 187, 'tag': 'tct'}, {'start': 188, 'end': 193, 'tag': 'crpt'}, {'start': 194, 'end': 198, 'tag': 'mda'}, {'start': 199, 'end': 203, 'tag': 'poa'}, {'start': 204, 'end': 208, 'tag': 'pay'}, {'start': 209, 'end': 214, 'tag': 'appc'}, {'start': 215, 'end': 219, 'tag': 'gto'}, {'start': 220, 'end': 224, 'tag': 'oax'}, {'start': 225, 'end': 231, 'tag': 'gbyte'}, {'start': 232, 'end': 236, 'tag': 'gvt'}, {'start': 237, 'end': 241, 'tag': 'for'}, {'start': 242, 'end': 246, 'tag': 'acm'}, {'start': 247, 'end': 251, 'tag': 'rdn'}, {'start': 252, 'end': 256, 'tag': 'psg'}, {'start': 257, 'end': 262, 'tag': 'mith'}], 'urls': [{'start': 110, 'end': 133, 'url': 'https://t.co/TYpYjYm52s', 'expanded_url': 'http://t.me/Mega_Whale', 'display_url': 't.me/Mega_Whale'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'WSBChairman', 'id': '868578294916145152'}, {'start': 142, 'end': 156, 'username': 'The_MegaWhale', 'id': '1356938241597874181'}]}",1371813170814226440,868578294916145152,en,0,False,0,0,0,Twitter Web App,"@WSBChairman Join the Crypto MegaWhale community

This year made + 400% VIP membership 1100% 😱

Free telegram https://t.co/TYpYjYm52s
Contact @The_MegaWhale for VIP memberships

$ost $tct $crpt $mda $poa $pay $appc $gto $oax $gbyte $gvt $for $acm $rdn $psg $mith"
12,{'media_keys': ['3_1371808388938629126']},955029585476882432,1371808402490462213,2021-03-16T12:59:44.000Z,"{'cashtags': [{'start': 162, 'end': 166, 'tag': 'ACM'}, {'start': 201, 'end': 205, 'tag': 'CHZ'}, {'start': 216, 'end': 220, 'tag': 'ACM'}], 'urls': [{'start': 268, 'end': 291, 'url': 'https://t.co/U2dqjlIQDt', 'expanded_url': 'https://twitter.com/Nattynio/status/1371808402490462213/photo/1', 'display_url': 'pic.twitter.com/U2dqjlIQDt'}, {'start': 292, 'end': 315, 'url': 'https://t.co/4mM38rQR79', 'expanded_url': 'https://twitter.com/Ibra_official/status/1371797042696163328', 'display_url': 'twitter.com/Ibra_official/…'}], 'mentions': [{'start': 124, 'end': 138, 'username': 'Ibra_official', 'id': '461922813'}, {'start': 153, 'end': 161, 'username': 'acmilan', 'id': '186386857'}, {'start': 170, 'end': 177, 'username': 'socios', 'id': '1001022572186820608'}, {'start': 189, 'end': 196, 'username': 'Chiliz', 'id': '2590633042'}, {'start': 254, 'end': 267, 'username': 'alex_dreyfus', 'id': '33939145'}], 'annotations': [{'start': 31, 'end': 36, 'probability': 0.8102, 'type': 'Place', 'normalized_text': 'Sweden'}], 'hashtags': [{'start': 238, 'end': 253, 'tag': 'bemorethanafan'}]}",1371808402490462213,nan,en,14,False,0,0,4,Twitter for Android,"For the first time since 2016, Sweden's all time top scorer has been called back to the national team side at the age of 39 @Ibra_official who plays for @acmilan $ACM of @socios powered by @Chiliz 🌶️👑 $CHZ. Get your $ACM fan tokens today #bemorethanafan @alex_dreyfus https://t.co/U2dqjlIQDt https://t.co/4mM38rQR79"
13,nan,1059088536,1371784733710024709,2021-03-16T11:42:28.000Z,"{'cashtags': [{'start': 8, 'end': 12, 'tag': 'GAL'}, {'start': 37, 'end': 41, 'tag': 'ACM'}, {'start': 56, 'end': 60, 'tag': 'GAL'}], 'mentions': [{'start': 0, 'end': 7, 'username': 'socios', 'id': '1001022572186820608'}]}",1371788955876790273,1001022572186820608,en,0,False,0,0,0,Twitter for iPhone,@socios $GAL still not on binance... $ACM listed before $GAL...what a big fk u to the turkish community who held their tokens for over a year that is
14,nan,1260872670901669889,1371451384759980037,2021-03-16T09:43:49.000Z,"{'cashtags': [{'start': 29, 'end': 33, 'tag': 'ACM'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'TheEuroSniper', 'id': '1059475475876245507'}]}",1371759098933489667,1059475475876245507,en,0,False,0,0,0,Twitter for Android,@TheEuroSniper Can you chart $ACM please ?
15,nan,1141208687001780225,1371747641474879489,2021-03-16T08:58:18.000Z,"{'cashtags': [{'start': 0, 'end': 4, 'tag': 'ACM'}], 'hashtags': [{'start': 93, 'end': 97, 'tag': 'ACM'}, {'start': 98, 'end': 106, 'tag': 'ACMUSDT'}, {'start': 107, 'end': 117, 'tag': 'CryptoBOT'}]}",1371747641474879489,nan,en,0,False,0,0,0,Crypto-Ticker-Bot,"$ACM
⛔️ Decreased 3.90% in 1.8 hour(s)
💵 Price - 12.82500000 USDT
⏱️ [16 Feb] - 08:58:18 UTC
#ACM #ACMUSDT #CryptoBOT"
16,{'media_keys': ['3_1371721675763552256']},1234791561558450177,1371721684483444736,2021-03-16T07:15:09.000Z,"{'cashtags': [{'start': 58, 'end': 62, 'tag': 'CHZ'}, {'start': 80, 'end': 84, 'tag': 'SSU'}, {'start': 152, 'end': 156, 'tag': 'ATM'}, {'start': 157, 'end': 161, 'tag': 'ASR'}, {'start': 162, 'end': 166, 'tag': 'GAL'}, {'start': 167, 'end': 170, 'tag': 'OG'}, {'start': 171, 'end': 175, 'tag': 'PSG'}, {'start': 176, 'end': 180, 'tag': 'JUV'}, {'start': 181, 'end': 185, 'tag': 'BAR'}, {'start': 186, 'end': 190, 'tag': 'APL'}, {'start': 191, 'end': 194, 'tag': 'TH'}, {'start': 195, 'end': 199, 'tag': 'CAI'}, {'start': 200, 'end': 204, 'tag': 'ACM'}], 'urls': [{'start': 97, 'end': 120, 'url': 'https://t.co/8AlqYXyU91', 'expanded_url': 'http://bit.ly/_soCios', 'display_url': 'bit.ly/_soCios'}, {'start': 271, 'end': 294, 'url': 'https://t.co/3cSjyAFwi5', 'expanded_url': 'https://twitter.com/czymeq/status/1371721684483444736/photo/1', 'display_url': 'pic.twitter.com/3cSjyAFwi5'}], 'mentions': [{'start': 248, 'end': 257, 'username': 'coinkit_', 'id': '1111599216126820354'}], 'hashtags': [{'start': 235, 'end': 239, 'tag': 'CHZ'}, {'start': 240, 'end': 247, 'tag': 'Socios'}]}",1371721684483444736,nan,en,2,False,0,0,3,Twitter for Android,"🤳 SOCIOS - Get Fun TOKEN 🏟️
9️⃣0️⃣K Fan Tokens
7️⃣5️⃣0️⃣K $CHZ
7️⃣.5️⃣ Millions $SSU ⚽

🚦【Join】: https://t.co/8AlqYXyU91

🌐 Receive FREE Token
🌐 Trade: $ATM $ASR $GAL $OG $PSG $JUV $BAR $APL $TH $CAI $ACM
🌐 Must KYC to Withdraw Token

#CHZ #Socios
@coinkit_ give 5 5 BTC https://t.co/3cSjyAFwi5"
17,nan,1141208687001780225,1371721217347092482,2021-03-16T07:13:18.000Z,"{'cashtags': [{'start': 0, 'end': 4, 'tag': 'ACM'}], 'hashtags': [{'start': 93, 'end': 97, 'tag': 'ACM'}, {'start': 98, 'end': 106, 'tag': 'ACMUSDT'}, {'start': 107, 'end': 117, 'tag': 'CryptoBOT'}]}",1371721217347092482,nan,en,0,False,0,0,0,Crypto-Ticker-Bot,"$ACM
✅  Increased 5.48% in 1.4 hour(s)
💵 Price - 13.35500000 USDT
⏱️ [16 Feb] - 07:13:18 UTC
#ACM #ACMUSDT #CryptoBOT"
18,nan,1356938241597874181,797846518288044032,2021-03-16T06:31:50.000Z,"{'cashtags': [{'start': 177, 'end': 181, 'tag': 'ost'}, {'start': 182, 'end': 186, 'tag': 'tct'}, {'start': 187, 'end': 192, 'tag': 'crpt'}, {'start': 193, 'end': 197, 'tag': 'mda'}, {'start': 198, 'end': 202, 'tag': 'poa'}, {'start': 203, 'end': 207, 'tag': 'pay'}, {'start': 208, 'end': 213, 'tag': 'appc'}, {'start': 214, 'end': 218, 'tag': 'gto'}, {'start': 219, 'end': 223, 'tag': 'oax'}, {'start': 224, 'end': 230, 'tag': 'gbyte'}, {'start': 231, 'end': 235, 'tag': 'gvt'}, {'start': 236, 'end': 240, 'tag': 'for'}, {'start': 241, 'end': 245, 'tag': 'acm'}, {'start': 246, 'end': 250, 'tag': 'rdn'}, {'start': 251, 'end': 255, 'tag': 'psg'}, {'start': 256, 'end': 261, 'tag': 'mith'}], 'urls': [{'start': 109, 'end': 132, 'url': 'https://t.co/TYpYjYm52s', 'expanded_url': 'http://t.me/Mega_Whale', 'display_url': 't.me/Mega_Whale'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'APompliano', 'id': '339061487'}, {'start': 141, 'end': 155, 'username': 'The_MegaWhale', 'id': '1356938241597874181'}]}",1371710781906034690,339061487,en,2,False,0,0,0,Twitter Web App,"@APompliano Join the Crypto MegaWhale community

This year made + 400% VIP membership 1100% 😱

Free telegram https://t.co/TYpYjYm52s
Contact @The_MegaWhale for VIP memberships

$ost $tct $crpt $mda $poa $pay $appc $gto $oax $gbyte $gvt $for $acm $rdn $psg $mith"
19,nan,1205349086594912257,1371704485026824195,2021-03-16T06:06:48.000Z,"{'cashtags': [{'start': 69, 'end': 73, 'tag': 'CHZ'}, {'start': 74, 'end': 78, 'tag': 'BAR'}, {'start': 79, 'end': 82, 'tag': 'OG'}, {'start': 83, 'end': 87, 'tag': 'PSG'}, {'start': 88, 'end': 92, 'tag': 'ASR'}, {'start': 93, 'end': 97, 'tag': 'ATM'}, {'start': 98, 'end': 103, 'tag': 'NAVI'}, {'start': 104, 'end': 108, 'tag': 'JUV'}, {'start': 109, 'end': 113, 'tag': 'ACM'}]}",1371704485026824195,nan,en,17,False,0,2,2,Twitter Web App,Are you gonna buy FAN TOKENS now or after they announce staking!! :) $CHZ $BAR $OG $PSG $ASR $ATM $NAVI $JUV $ACM
20,nan,1141208687001780225,1371700581232939008,2021-03-16T05:51:18.000Z,"{'cashtags': [{'start': 0, 'end': 4, 'tag': 'ACM'}], 'hashtags': [{'start': 93, 'end': 97, 'tag': 'ACM'}, {'start': 98, 'end': 106, 'tag': 'ACMUSDT'}, {'start': 107, 'end': 117, 'tag': 'CryptoBOT'}]}",1371700581232939008,nan,en,0,False,0,0,0,Crypto-Ticker-Bot,"$ACM
✅  Increased 4.45% in 4.8 hour(s)
💵 Price - 12.65500000 USDT
⏱️ [16 Feb] - 05:51:18 UTC
#ACM #ACMUSDT #CryptoBOT"
21,nan,948551073387642880,1371699346765443073,2021-03-16T05:46:23.000Z,"{'cashtags': [{'start': 68, 'end': 72, 'tag': 'NMR'}, {'start': 76, 'end': 80, 'tag': 'EOS'}, {'start': 84, 'end': 90, 'tag': 'AUDIO'}, {'start': 94, 'end': 98, 'tag': 'XEM'}, {'start': 102, 'end': 106, 'tag': 'DIA'}, {'start': 151, 'end': 155, 'tag': 'ACM'}, {'start': 159, 'end': 163, 'tag': 'RIF'}, {'start': 167, 'end': 171, 'tag': 'XVG'}, {'start': 175, 'end': 179, 'tag': 'CHR'}, {'start': 183, 'end': 188, 'tag': 'SAND'}], 'urls': [{'start': 205, 'end': 228, 'url': 'https://t.co/vMSA8RwQ1G', 'expanded_url': 'http://DYOR.net', 'display_url': 'DYOR.net'}], 'hashtags': [{'start': 22, 'end': 26, 'tag': 'BTC'}]}",1371699346765443073,nan,en,4,False,0,0,0,DYORCryptoBot,"[SCAN RESULTS - 15m - #BTC PAIR]

Binance top 5 bullish strength
1: $NMR
2: $EOS
3: $AUDIO
4: $XEM
5: $DIA

Binance top 5 bullish reversal strength
1: $ACM
2: $RIF
3: $XVG
4: $CHR
5: $SAND

All results on https://t.co/vMSA8RwQ1G website!"
22,nan,948551073387642880,1371695589751152640,2021-03-16T05:31:28.000Z,"{'cashtags': [{'start': 68, 'end': 74, 'tag': 'AUDIO'}, {'start': 78, 'end': 83, 'tag': 'KAVA'}, {'start': 87, 'end': 91, 'tag': 'STX'}, {'start': 95, 'end': 101, 'tag': 'STEEM'}, {'start': 105, 'end': 110, 'tag': 'LUNA'}, {'start': 155, 'end': 159, 'tag': 'NKN'}, {'start': 163, 'end': 167, 'tag': 'ACM'}, {'start': 171, 'end': 177, 'tag': 'MATIC'}, {'start': 181, 'end': 185, 'tag': 'LRC'}, {'start': 189, 'end': 193, 'tag': 'BAL'}], 'urls': [{'start': 210, 'end': 233, 'url': 'https://t.co/vMSA8RwQ1G', 'expanded_url': 'http://DYOR.net', 'display_url': 'DYOR.net'}], 'hashtags': [{'start': 22, 'end': 26, 'tag': 'BTC'}]}",1371695589751152640,nan,en,1,False,0,0,0,DYORCryptoBot,"[SCAN RESULTS - 15m - #BTC PAIR]

Binance top 5 bullish strength
1: $AUDIO
2: $KAVA
3: $STX
4: $STEEM
5: $LUNA

Binance top 5 bullish reversal strength
1: $NKN
2: $ACM
3: $MATIC
4: $LRC
5: $BAL

All results on https://t.co/vMSA8RwQ1G website!"
23,nan,948551073387642880,1371695587570167816,2021-03-16T05:31:27.000Z,"{'cashtags': [{'start': 69, 'end': 74, 'tag': 'LUNA'}, {'start': 78, 'end': 84, 'tag': 'AUDIO'}, {'start': 88, 'end': 92, 'tag': 'DIA'}, {'start': 96, 'end': 101, 'tag': 'PAXG'}, {'start': 105, 'end': 109, 'tag': 'XEM'}, {'start': 154, 'end': 159, 'tag': 'DENT'}, {'start': 163, 'end': 167, 'tag': 'NKN'}, {'start': 171, 'end': 175, 'tag': 'ACM'}, {'start': 179, 'end': 183, 'tag': 'MDT'}, {'start': 187, 'end': 191, 'tag': 'SOL'}], 'hashtags': [{'start': 22, 'end': 27, 'tag': 'USDT'}]}",1371695587570167816,nan,en,7,False,0,0,2,DYORCryptoBot,"[SCAN RESULTS - 15m - #USDT PAIR]

Binance top 5 bullish strength
1: $LUNA
2: $AUDIO
3: $DIA
4: $PAXG
5: $XEM

Binance top 5 bullish reversal strength
1: $DENT
2: $NKN
3: $ACM
4: $MDT
5: $SOL"
24,nan,948551073387642880,1371691804685385728,2021-03-16T05:16:25.000Z,"{'cashtags': [{'start': 68, 'end': 72, 'tag': 'RVN'}, {'start': 76, 'end': 80, 'tag': 'XRP'}, {'start': 84, 'end': 88, 'tag': 'JST'}, {'start': 92, 'end': 97, 'tag': 'LUNA'}, {'start': 101, 'end': 107, 'tag': 'AUDIO'}, {'start': 152, 'end': 156, 'tag': 'ACM'}, {'start': 160, 'end': 164, 'tag': 'PSG'}, {'start': 168, 'end': 172, 'tag': 'NBS'}, {'start': 176, 'end': 180, 'tag': 'VIA'}, {'start': 184, 'end': 188, 'tag': 'MDT'}], 'urls': [{'start': 205, 'end': 228, 'url': 'https://t.co/vMSA8RwQ1G', 'expanded_url': 'http://DYOR.net', 'display_url': 'DYOR.net'}], 'hashtags': [{'start': 22, 'end': 26, 'tag': 'BTC'}]}",1371691804685385728,nan,en,3,False,0,0,0,DYORCryptoBot,"[SCAN RESULTS - 15m - #BTC PAIR]

Binance top 5 bullish strength
1: $RVN
2: $XRP
3: $JST
4: $LUNA
5: $AUDIO

Binance top 5 bullish reversal strength
1: $ACM
2: $PSG
3: $NBS
4: $VIA
5: $MDT

All results on https://t.co/vMSA8RwQ1G website!"
25,nan,948551073387642880,1371688381009264640,2021-03-16T05:02:49.000Z,"{'cashtags': [{'start': 74, 'end': 80, 'tag': 'AUDIO'}, {'start': 84, 'end': 88, 'tag': 'ANT'}, {'start': 92, 'end': 95, 'tag': 'SC'}, {'start': 99, 'end': 104, 'tag': 'PAXG'}, {'start': 108, 'end': 112, 'tag': 'RSR'}, {'start': 157, 'end': 161, 'tag': 'ACM'}, {'start': 165, 'end': 169, 'tag': 'KNC'}, {'start': 173, 'end': 177, 'tag': 'RIF'}, {'start': 181, 'end': 185, 'tag': 'TRU'}, {'start': 189, 'end': 194, 'tag': 'IOST'}], 'hashtags': [{'start': 21, 'end': 26, 'tag': 'USDT'}]}",1371688381009264640,nan,en,3,False,0,0,1,DYORCryptoBot,"[SCAN RESULTS - 1H - #USDT PAIR]

Binance top 5 bullish trend strength
1: $AUDIO
2: $ANT
3: $SC
4: $PAXG
5: $RSR

Binance top 5 bullish reversal strength
1: $ACM
2: $KNC
3: $RIF
4: $TRU
5: $IOST"
26,nan,147244610,1371616596473487360,2021-03-16T04:04:32.000Z,"{'cashtags': [{'start': 138, 'end': 142, 'tag': 'acm'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'MitraFranky', 'id': '847037198'}]}",1371673714215952386,847037198,en,1,False,0,0,0,Twitter for Android,"@MitraFranky I think each club is the market maker for their own token.. it depends whether the management think of it seriously or not.. $acm newly listed, their vesting schedule is shorter than other club.."
27,{'media_keys': ['3_1371672425017057282']},40745366,1371672451717943301,2021-03-16T03:59:31.000Z,"{'cashtags': [{'start': 0, 'end': 4, 'tag': 'acm'}], 'urls': [{'start': 43, 'end': 66, 'url': 'https://t.co/Dy6ftDcZRW', 'expanded_url': 'https://twitter.com/jarzt/status/1371672451717943301/photo/1', 'display_url': 'pic.twitter.com/Dy6ftDcZRW'}], 'annotations': [{'start': 0, 'end': 3, 'probability': 0.5135, 'type': 'Person', 'normalized_text': '$acm'}]}",1371672451717943301,nan,en,0,False,0,0,0,Twitter Web App,"$acm, AECOM, squeaked out a new high today https://t.co/Dy6ftDcZRW"
28,nan,847037198,1371616596473487360,2021-03-16T03:57:24.000Z,"{'cashtags': [{'start': 30, 'end': 34, 'tag': 'acm'}], 'mentions': [{'start': 0, 'end': 11, 'username': 'daewankang', 'id': '147244610'}], 'annotations': [{'start': 30, 'end': 33, 'probability': 0.3021, 'type': 'Person', 'normalized_text': '$acm'}]}",1371671917166436355,147244610,en,1,False,0,1,0,Twitter for iPhone,@daewankang What you think of $acm this year ?  Will posibble to make other partnership or new listing ?
